Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Japan,JPN,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,17183.8436285346,17917.6686127222,19052.2409756533,20236.9007178681,19284.5734620922,19764.1811868807,20583.877417478,21374.4950427985,22554.3942662571,23046.1484308137,22879.1033002893,23406.2122467726,23860.4591370239,24041.4939795592,24832.2793956122,26324.4426119298,27099.322697402,27759.0145149798,29515.2222108021,30861.8420608771,32191.0760280706,32845.5713150193,32814.4332900191,32741.6435470091,32752.9192664084,33721.4392586848,34746.2940495406,34739.9173830526,34101.5464152663,33791.8103328455,34660.4322284261,34764.4649580719,34584.9950514831,35074.152784278,35900.9676271206,36317.3335128956,36496.4260664819,36934.7690911735,35267.6241698263,33409.1642858977,35066.9235442206,34817.423270521,35477.8271359164,36501.3453373615,36741.5214817995,38195.1599506235,38276.0530987715,..
Japan,JPN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30582.4279689061,31529.5755371053,31718.1342985297,31476.0747682099,31680.5379268254,32425.2299540043,33345.8768289587,33624.4805638555,33154.8445767021,33010.9809171096,33871.858216914,33927.643634745,33888.7834810872,34333.1336749166,35078.261989854,35658.1486655825,36141.5852354162,36697.2408992343,36278.3694728356,34317.670824811,35749.7566788784,35774.6967129559,36367.5970553161,37148.6027499704,37337.3174057788,37882.980624441,38282.5046733349,39002.2233247384
Japan,JPN,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.5309829711914,..,..,..,..,..,..,..,..,..,..,94.4142227172852,..,..,..,..,97.7609634399414,98.6202011108398,..,..,..,97.1607208251953,..,97.6943130493164,97.5657424926758,96.8231582641602,96.2051773071289,96.1880493164063,95.8165130615234,95.8717803955078,96.5014572143555,96.9999008178711,97.8346786499023,98.2245407104492,98.5902709960938,98.8304977416992,98.6951675415039,99.3189468383789,..,..
Japan,JPN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,796213203689.453,892105430761.188,971582862679.811,1053911319915.81,1176973469391.18,1245469887052.25,1377969967687.15,1530678560697.77,1727867738579.79,1943469252349.82,1951224678933.53,2042912571322.3,2214793985893.69,2392699527043.07,2363383219485.1,2436449005905.97,2533297466276.87,2644517786330.86,2783935217060.86,2936607388953.33,3019348980545.94,3146443538198.25,3250668119161.71,3365190619317.92,3516691326552.92,3700733180395.85,3823839017632.46,4004732064594.53,4276453940509.71,4484205684577.47,4703605002001.88,4864350550631.34,4905603627977.37,4880196533162.07,4928660123396.16,5063810899979.07,5220789001964.29,5276967053207.81,5217421238313.45,5204275722610.68,5348935478913.59,5370670124203.3,5377007127014.02,5459179633296.35,5579537505145.68,5672306823990.12,5752853952769.92,5848016735563.82,5784066298240.91,5470777391091.07,5700098114744.41,5693518985135.26,5778642194555.42,5894230516025.46,5916317345749.24,5996413817472.4,6052671805314.15,6156328720578.61
"Korea, Rep.",KOR,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,2281.23865125107,2426.63901603079,2663.37204366058,2723.60934182399,2801.23185120476,3237.28987444278,3542.63110271219,3929.39902353764,4096.47731352504,3762.32747772953,3912.75081635392,4195.31665093074,4675.71929613843,5122.89553618386,5361.6685557307,6041.26263363964,6798.33325075892,7549.80355798912,8037.00831333839,8665.05643773421,9459.56290322143,9864.38652938585,10453.4683140492,11307.3190084133,12021.4847552901,12530.4794027458,12768.8724309121,11466.2301767665,12505.9202957587,13205.994547251,13553.3494164004,14681.7362913984,14903.31549679,15446.4346814664,15642.7363896278,16154.1389076122,17021.8997078573,16664.2918478763,16750.6803196349,18055.9772222954,18113.3516826168,18385.3639301459,18894.5255014153,19294.5279036228,20284.3003252409,20898.9936078566,..
"Korea, Rep.",KOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11632.5985558147,12710.5997442147,13356.0292258218,14126.2535194184,15272.297435483,16566.4157034687,17655.5314536141,18526.581379357,17386.9868151211,19216.1414689039,20756.7798971433,21530.2633630352,22997.1871439252,23549.3664532734,24605.5348610405,25516.8241870414,26697.0326128912,28013.7044173449,28588.3721177634,28642.8379022063,30352.1048190303,31228.5106952266,31776.8970259682,32548.7155154884,33425.6895931418,34177.6544703221,35020.4115062331,35938.3742161469
"Korea, Rep.",KOR,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,35.3403282165527,39.1493492126465,42.0786895751953,45.5646705627441,49.3228187561035,53.2846794128418,56.9650917053223,60.14453125,63.7517013549805,68.5945587158203,72.835563659668,..,..,80.4425582885742,82.3238983154297,84.638069152832,..,..,84.6272125244141,..,88.0811462402344,86.8749465942383,..,..,..,95.9594268798828,94.3011016845703,93.8509979248047,93.2717590332031,92.6342620849609,92.9773101806641,92.8482894897461,93.7422714233398,94.4923706054688,95.159553527832,94.3311386108398,94.0791015625,93.3041076660156,94.5790328979492,94.867317199707,95.644889831543,96.7158737182617,98.3456268310547,98.800537109375,97.8926467895508,..,..
"Korea, Rep.",KOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,23618995883.4352,25244550244.321,26213668655.8927,28622806236.0031,31330336374.9836,33581013458.6323,37605204223.6525,41033630578.3172,46445403832.4967,53199139145.7717,58517673375.3668,64635516637.9628,69257418077.4197,79526599374.9464,87050510310.442,93895737335.6595,106210312431.61,119250454777.04,132099084736.878,143493466175.228,141052245512.996,151180517291.042,163675619193.105,185349648504.707,204705547544.636,220569502820.353,245326414436.608,275911911222.678,308758447867.37,330463271401.768,362885781978.632,400458799319.413,425189155243.538,454300767866.055,496124339459.596,543606435992.564,584890676184.042,619528986792.219,585633197556.184,651860239208.83,710035024103.399,742166287073.087,797327303663.042,820714650870.499,860928359316.68,894708410715.351,941019894278.935,992431541242.201,1020509644387.28,1027729851625.48,1094499338702.72,1134795395744.69,1160809420956.16,1194428840692.66,1234340056450.31,1268781059130.96,1305947523530.33,1345945672416.94
Mexico,MEX,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,4667.43872511583,4681.10685332124,4935.11401116488,5231.67801147161,5401.24612399295,5416.5864271731,5445.89667508986,5322.79180706913,5614.66583373212,5903.52171921923,6232.95274166461,6723.16280660424,6052.9446927223,5289.33169621319,5445.81206838889,5543.44563327773,4922.46119383508,5006.64361483256,5050.94744433091,5215.37120345375,5496.09483265325,5781.24255605295,5937.90747565944,6612.15711215892,6776.36047480897,5749.72917900379,6067.58998297847,6504.86097556822,6714.39220565611,7003.59542291935,7259.09308864253,7112.29383181893,7038.84231048871,7016.31457080359,7551.04533362892,7604.48445700017,7663.56912738398,8037.15274180717,7896.07145556951,7449.38792346861,7698.82179432225,7677.18032234173,7667.61404174501,7532.95408091247,7785.22975142595,7935.95577372012,7932.05534575593,..
Mexico,MEX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13070.4445526376,13354.2133489548,13565.0960707161,13839.9230860407,14248.7474711806,13111.4712511857,13759.3310179119,14460.4802287667,14970.2681834215,15155.63864557,15682.8121696877,15415.2002267051,15218.7934268091,15251.140635238,15648.3423295459,15791.537030606,16258.540047288,16371.7515483187,16293.0312963038,15185.5373863453,15715.9721449501,16049.3642444704,16394.6306748922,16385.0596087185,16622.5970457658,16938.6054057995,17206.6343224392,17336.469071694
Mexico,MEX,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.945930480957,45.2619209289551,44.5025215148926,42.9607200622559,43.8633995056152,43.6082000732422,..,..,45.4957885742188,47.3392715454102,49.4859085083008,..,..,53.9038887023926,55.0995407104492,..,59.1861381530762,61.721321105957,63.3425102233887,64.7173767089844,65.8909072875977,67.1437683105469,67.8593978881836,67.8165969848633,67.8652725219727,67.8493804931641,68.3497924804688,71.4637603759766,73.2667465209961,75.6056365966797,77.1518096923828,..
Mexico,MEX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,145392845714.889,152662488004.172,159783299487.467,172736750906.259,193301891565.071,207026325858.186,219646939078.552,232507102357.569,254416894885.156,263114441802.106,280223416369.655,290766731858.698,314693365949.73,339431788640.962,359040176633.726,379665185902.585,396436683390.042,409878422989.293,446590996952.41,489902151657.26,535136051794.256,582081400074.208,578426495771.115,554154004546.049,574159966641.109,589050140152.402,566937669831.81,577458598585.611,584650487742.558,609195829754.792,640071740453.946,667097174096.476,691303853829.318,719380647279.808,754925825427.186,707431699221.458,755347878296.275,807065431712.943,848741686663.004,872112249426.266,915215993694.164,911514950577.751,911151762172.185,924330503482.504,960569720258.727,982737816135.92,1026912646467.13,1050443792364.95,1062456505600,1006297773149.01,1057801282051.28,1096548626891.18,1136488466219.24,1151877565183.88,1184651750303.15,1223395455628.26,1259036981370.62,1284678350180.17
Netherlands,NLD,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,22063.202546269,22452.2897818395,23014.2493739999,24360.652696872,24415.779972561,23787.1873857282,24947.792977987,25262.6973469548,25581.5325164823,25602.557310987,25583.7419867832,25311.724719382,25077.4281599436,25320.01900904,26177.5438503946,26004.4689129401,26770.387708246,26993.6652964577,27507.9767381165,28530.917004454,28940.2834833052,29599.8815890999,29592.7990560228,29905.7019600692,31033.9935327442,32327.0574779893,33354.9256559303,34739.1982851053,35829.7755636643,37986.0053655669,39378.4431731138,38839.1163853765,38653.2348928648,39099.8996650288,39849.400421803,39887.8426654948,42501.8701507729,43723.4048371355,42693.0337946852,41323.4060747134,42029.3122379516,42795.4430891314,42011.88735276,41489.3869521085,41113.0281372689,42350.4220119291,42871.9731106457,..
Netherlands,NLD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32090.2110490577,32614.9035517922,32921.488544792,33103.955787885,33879.3060799704,34762.8693719334,35837.030737264,37186.0604468137,38629.9401960204,40312.2364754538,41721.6940459667,42287.561885314,42062.0472712533,41982.9214289502,42686.8868319983,43507.3004303623,44965.8849968144,46527.6183857825,47134.3029916063,45125.8059189752,45524.6621425733,46066.6524059576,45411.3523464895,45191.4862497619,45668.4414721322,46494.3642578078,47269.6329521216,48472.5445411531
Netherlands,NLD,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,69.1376419067383,71.8765182495117,73.6932601928711,75.6993179321289,76.8238525390625,80.0442199707031,81.1616821289063,81.5276336669922,81.4086685180664,81.0959701538086,81.1448822021484,82.1282424926758,83.4739303588867,85.2229995727539,85.3261184692383,88.601448059082,88.3214111328125,86.3072891235352,84.6884002685547,83.7473831176758,83.6909866333008,84.4041519165039,85.8339233398438,..,90.9278717041016,90.8745727539063,89.4508819580078,..,90.9944229125977,..,..,89.3310165405273,88.1266403198242,88.7356185913086,86.9069976806641,88.553840637207,88.5412673950195,88.1759567260742,87.6324996948242,87.8783874511719,89.0212631225586,89.582649230957,90.6713409423828,91.1224212646484,92.5435180664063,93.1726608276367,..
Netherlands,NLD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,187858566511.846,188413776254.586,201307886826.394,208604535834.846,225866360770.063,245388204759.343,252114551476.487,265426236973.72,282456340115.019,300616726669.141,317736234601.34,331452845344.457,343165972988.967,361848694279.699,374291649994.111,374299243184.404,390979176302.041,400833573686.45,411641035915.679,419932170481.246,425567299871.605,422232505177.112,416993626763.879,425625219999.254,438656498036.502,449974624430.803,462515308631.189,471447628729.782,487671173523.662,509226815021.705,530528907244.973,543469220896.83,552741191236.543,559692200293.909,576265203486.663,594221834498.193,615416058971.619,641878133643.26,670925783246.373,704818896540.566,734694499629.564,750301352928.755,751078890078.633,753211372649.05,768506883558.122,785109444991.006,812734596109.533,842793366571.063,857112938103.204,824820492155.789,836389937229.197,850304340566.79,841316305639.71,839714950916.638,851636302587.527,870889730163.844,890135883868.605,918283870215.63
Russian Federation,RUS,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4781.56438938792,3956.42112063387,3264.03549802736,2966.43355863625,3360.49860216392,3525.46063047895,3433.43179384938,4381.67412827444,5104.46285125447,5181.05159218506,5342.10870372498,5702.71534697058,6404.06901360998,6955.79398108931,7719.00733080643,8606.67870583603,9300.23852173157,7878.37312613006,8622.64438418821,9339.92438388644,9463.10217782912,9396.04918095185,9270.51508653838,8584.50730611831,..,..
Russian Federation,RUS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20639.000535986,19553.5855977882,16704.9338257421,15274.2205856493,13370.8533519026,12813.3966776793,12370.0959893562,12564.0309592427,11917.8464620614,12719.8928946535,14050.8513351824,14829.0829751786,15604.1494910601,16818.7426277675,18098.3670811204,19325.9357374613,20970.1899029963,22798.9708291645,24005.996684608,22121.8524916712,23107.7852212822,24310.0439655517,25156.4209403763,25551.0899736474,25284.5862019953,24516.549950283,24416.6238784138,24765.9536336261
Russian Federation,RUS,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1457617898121.41,1413889424697.32,1342531281524.17,1147447070569.92,1047980158360.2,916251609739.886,878286464022.854,846668151314.106,858521505427.091,813019865650.692,865053137053.181,951558450751.97,1000011657015.35,1047448908953.96,1123869255542.87,1204517542308.72,1281319833579.48,1385791374565.97,1504069779919.92,1583002663063.42,1459197844810.63,1524916112078.87,1605506181283.85,1664201907020.5,1693913810671.94,1706425071174.73,1658163260860.64,1654433869549.64,1680005299557.78
Saudi Arabia,SAU,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10006.3759561048,9589.30610623994,10195.0459429979,10378.2377440408,11576.7826916996,13085.2716081698,14213.5914667825,14874.1935683234,16698.1938808551,14299.4105572993,15481.7665497287,17930.9935762731,18291.4564258507,17731.1045532205,17214.7548115921,15151.0962536901,14350.8902597157,..
Saudi Arabia,SAU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42457.1148948899,47262.8993595535,47702.4016536937,45784.878901365,44905.8566246399,43980.9003873899,44207.1238183259,43838.0951503796,44251.4739375195,41721.7252992891,43071.4498323186,41472.8533435565,39194.7723897255,42344.4109183262,44390.9576260442,45538.4979692735,45527.2678008895,45130.1395601036,46678.5535324512,44481.4717570939,45421.2284797446,48524.6324875473,49658.6526994629,49537.5857290988,49958.4433361471,50723.7126450691,50423.0134931014,49045.4112618159
Saudi Arabia,SAU,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.3999404907227,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.2566909790039,..,..,..,84.9922180175781,..,..,..,..
Saudi Arabia,SAU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,76790666666.6668,81427200000.0002,129182079226.667,155680187306.667,191378651013.334,237635882453.334,276199588560.001,251538792560.001,296365455893.334,317387724293.334,300820954506.667,336677102293.334,355707632773.334,362619047920.001,287448524293.334,241309051493.334,230060546080,207527260666.667,242833346960,226727434880,256449843840,255159860400,293927384693.334,338039654613.334,351519121626.667,346725309733.334,348662534026.667,349402017093.334,358617230506.667,362575583120,373066209146.667,359026663653.334,379223407546.667,374631983413.334,364070454426.667,404999478400,437231125626.667,461601733253.333,474473046266.667,483237181440,513438407146.667,502865333333.333,528207200000,581011322640,612452430240,628984081386.667,651957609840,678729654960,690068800000,684993600000
Spain,ESP,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,11159.6366505488,11626.264130793,12610.9496447234,13496.7161470682,13689.8282581067,13613.8853435218,13889.9860811348,14136.5511292323,14406.1566074609,14289.8870922603,14019.1811830901,13472.1673553811,13514.7092262309,13511.4352576163,13787.0950114797,14262.6906060715,15177.9620271249,16110.2246816394,16947.29415954,17928.6020614609,18774.4391728744,19372.9565139389,19526.7541786488,19124.3785821485,19143.3625685982,19967.1066475277,20335.9670612319,21005.2309065649,22067.7861673244,22976.3456972392,23767.595290699,24482.2254591341,24994.1343940293,25478.9140411372,25657.4025526249,25967.2325385397,26432.4452925636,26721.0797340019,26187.9029008938,25399.9314525315,25125.2324970895,24269.9729472399,23548.5959539817,23362.559523727,23774.5990159923,24824.5493721276,25596.7492360933,..
